C4_A15010000H_000108,昭月民宿,台中東勢昭月民宿位於純樸的山中，您有多久沒有親近大自然了呢?歡迎來到這鳥語花香，寧靜森林的大自然中~享受~再享受!!1.我們是中縣民宿第44號合法民宿2.有投保公共責任意外險最高1000萬3.我們將帶給您有機健康`慢活生活的舒適體驗4.螢火蟲季專人生態導覽(導覽時間於最新消息另行公告)5.有寬廣草地庭園可供遊憩(櫻花季.梅花季...)6.餐廳供應(1)早餐(早餐若需素食請先告知)(2)宿客晚餐(請先預約)7.本民宿專業精緻以日式風格為主深受好評8.讓您感受我們昭月滿滿的心意~~~無價,,臺中市東勢區慶福里慶福街39號,423,臺中市,東勢區,886-4-25855997,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/3577.JPG?v=20250702,房間3,https://taiwan.taiwanstay.net.tw/twpic/7473.JPG?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/21543.JPG?v=20250702,大廳或櫃檯,120.855750,24.194461,4,,其他6000;其他6000;,"餐廳,有線網路,國民旅遊卡,停車場,,,,導覽解說,體驗活動,,",車位:小客車0輛、機車0輛、大客車0輛,3,4200,6600,0,,10,0,,,0
C4_A15010000H_000403,GOGO HOTEL,Go│台中精華，位置絕佳富盛商旅有限公司GOGOHOTEL，座落於台中市精華地段七期，新市政中心商圈，緊鄰台灣大道、新光三越、大遠百、國家音樂廳與秋紅谷生態公園近在咫尺，北銜人聲鼎沸熱鬧的逢甲商圈，西接中山高速公路及高鐵台中烏日站，人文薈萃、交通便利。Go│北歐風格，簡約生活飯店建有客房、餐廳、咖啡吧、貴賓平面停車位等設施；全館設計以Modern Style北歐風格為基調，簡潔自然、寬敞明亮、不做作、不浮華。勾勒出理性又兼顧感性的情感空間，展現簡單洗鍊又具摩登時尚的生活品味。Go│出發旅程，擁抱生活GOGOHOTEL懷抱一份回歸生活的誠實與謙虛態度，用心期待每一位入住的貴賓都能盡情享受一段平易自然、溫馨人性的旅程。,,臺中市西屯區四川路138號,407,臺中市,西屯區,886-4-23693399,886-4-23692299,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/7607.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/41178.jpg?v=20250702,餐廳環境,https://taiwan.taiwanstay.net.tw/twpic/4079.jpg?v=20250702,餐廳環境,120.654290,24.162083,3,,,"餐廳,無線網路,國民旅遊卡,停車場,上網電腦(免費),,,,洗衣服務,自行車租借,行動支付,AED,,,自行車友善旅宿",車位:小客車40輛、機車20輛、大客車0輛,48,6000,8000,0,gogohoteltw@gmail.com,112,0,,,60
C4_A15010000H_000593,葉綠宿 台中車站館,位於臺中市的旅館,,臺中市中區建國路173號,400,臺中市,中區,886-4-22262777,886-4-22240808,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/258715.jpg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/258714.jpg?v=20250702,外觀,,,120.685575,24.138399,3,,,,車位:小客車0輛、機車0輛、大客車0輛,93,8200,20000,0,fmhotel11@gmail.com,200,0,0,0,0
C4_A15010000H_000719,台中日光溫泉會館,頂級度假體驗，城市旅遊新去處以往在台中地區如果想泡湯，必須到谷關、廬山一帶，但現在不必遠求，距離台中市區30分鐘的大坑風景區，因921地震造成的劇烈地層變動而成為新興溫泉區。靜落於大坑山區的『台中日光溫泉會館』如同其建築物外觀採用低調的黑觀音石一般，展現出一種低調奢華，永不妥協極致品味。為了提供民眾更多旅遊新玩法，『台中日光溫泉會館』除了推出『山中樂園』豪華雙人房一泊二食平日住宿優惠之外，更特別規劃出多條路線，告訴您如何暢遊大坑、新社地區。讓遊客可以從星期一至星期日，天天都能有不同的旅遊組合大坑及新社地區。大坑人氣小吃『東東芋圓』、『紙箱王主題餐廳』、『野克漆彈場』、『郭叔叔猴園』、『新社古堡』、『新社香菇街』、『新社蘭亭生態園區』、『薰衣草賽車場』、『新社七分窯』、『園情蜜意果園』與『東豐自行車』路線等等。消費者除了能夠享受到豐富的行程外，另外還可享用日光溫泉會館主廚所精心設計的花見西餐廳套餐、體驗日光溫泉400坪戶外大眾池、男女裸湯、SPA水療區及溫泉魚池等多項設施。讓您能同時盡享大坑清晨，及落日美景。此外，『台中日光溫泉會館』更於10月即將參加旅展、住宿、美饌、泡湯、遊憩，「台中日光溫泉溫會館」將一次滿足您多樣旅遊選擇。來一趟日光溫泉會館，體驗最放鬆、慢活的舒適環境，親切、貼心的溫馨感受。歡迎您親身蒞臨本館，實現另一種永不妥協極致品味。,,臺中市北屯區大坑里東山路二段光西巷78號,406,臺中市,北屯區,886-4-22399000,886-4-22396299,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/7801.jpg?v=20250702,中餐廳,https://taiwan.taiwanstay.net.tw/twpic/10735.JPG?v=20250702,房間2,https://taiwan.taiwanstay.net.tw/twpic/21359.jpg?v=20250702,會館大廳,120.744144,24.192871,3,,雙人房4000;雙人房12000;雙人房8000;套房6000;單人房12000;,"餐廳,會議場所,咖啡廳,宴會廳,商店,有線網路,停車場,,,,各式球場,,,自行車友善旅宿",車位:小客車20輛、機車0輛、大客車0輛,13,4800,17080,0,income5206@mail.thesun-resort.com.tw,52,0,,,20
C4_A15010000H_000725,水悅麗緻會館,位於臺中市的旅館水悅精品會館位在台中大里地區，提供全新的住宿體驗，從設計到設施都散發出低調奢華的魅力。 距離台中市區車程十分鐘，全館提供25間優質獨立車庫客房，小家庭到情侶都能讓您滿意出遊旅宿，商務旅客也有專屬的休憩空間，可供舒適乾淨的度過美好夜晚。 本館會隨時不斷推出適合您的優惠方案，能讓您以更優惠的價格住宿。官網的訂房並不收取訂房手續費。下訂即確認訂房 免等候，誠摯歡迎您的預定。,,臺中市大里區永隆里永隆七街137號,412,臺中市,大里區,886-4-24077666,886-4-24077677,A15010000H,http://www.shuiyuemotel.com/,https://taiwan.taiwanstay.net.tw/twpic/89080.png?v=20250702,水悅麗緻會館正面照,https://taiwan.taiwanstay.net.tw/twpic/89094.png?v=20250702,水悅正門照,,,120.674522,24.113519,3,,,"無線網路,國民旅遊卡,停車場,,,,自行車租借,行動支付,AED,寵物友善旅宿,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,25,1980,6680,0,shuiyue24077666@gmail.com,54,0,,,0
C4_A15010000H_000860,創意時尚旅店,創意時尚飯店選擇台中市中心交通便利地段，於2010年落成，讓來台中商旅的旅客又多了一處生活、交通機能俱佳的台中住宿飯店。步行僅約10分鐘的距離即可達台中火車站、客運站，方便旅客商務旅遊的行程規劃。位於市中心的住宿地點，商家林立，附近有中友百貨、一中商圈、自由商圈、逢甲夜市..等著名熱鬧商圈，台中商旅之餘，方便您隨興四處逛逛，享受踩街購物的樂趣。鄰近多處台中熱門景點，台中中山堂、國立自然科學博物館、國立台灣美術館、台中孔廟、台中忠烈祠、台中公園、台中市立文化中心、經國綠園道，利用四通八達的大眾運輸工具，皆可快速抵達,,臺中市北區五權路332、334號1至7樓,404,臺中市,北區,886-4-22022666,886-4-22026182,A15010000H,http://gorates-hotel.com/web/summary/58,https://taiwan.taiwanstay.net.tw/twpic/990.jpg?v=20250702,房間2,https://taiwan.taiwanstay.net.tw/twpic/27511.jpg?v=20250702,房間3,https://taiwan.taiwanstay.net.tw/twpic/46240.jpg?v=20250702,房間1,120.680335,24.152287,3,,雙人房(無障礙客房)8000;,"餐廳,無線網路,國民旅遊卡,無障礙客房,自助洗衣(收費),上網電腦(免費),,,,洗衣服務,寵物友善旅宿,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,98,8000,12000,0,service18@rate-inn.com,234,0,,,0
C4_A15010000H_000862,歐遊國際精品旅館(台中館),歐遊國際連鎖精品旅館集團為台灣地區規模最大之連鎖精品旅館，並榮獲觀光局頒發旅館評鑑最高榮譽三星級肯定，為國內精品旅館業龍頭業者，從300坪的總統級套房到商務級 套房，遍佈全台灣的12家連鎖據點全年無休隨時為南來北往的旅客提供奢華、舒適、衛生、隱秘的住宿休息服務。,3,臺中市南屯區文心南路98號,408,臺中市,南屯區,886-4-24727711,886-5-5517755,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/87877.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/87876.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/87883.jpg?v=20250702,,120.646729,24.134555,3,,雙人房6900;套房4500;雙人房5250;雙人房4500;雙人房7900;雙人房3000;其他4000;雙人房4250;,"餐廳,游泳池,有線網路,無線網路,國民旅遊卡,停車場,,,,商務旅遊中心,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,40,12000,14360,1,service@allurmotel.com,90,0,,,0
C4_A15010000H_000884,友愛富豪國際大飯店,友愛富豪國際大飯店於 2013 年全新裝潢完成，地點位於台中市中心的五權路上，距離大雅交流道及台中火車站等交通樞紐開車僅需 10 分鐘，步行即可抵達繁華熱鬧的中友商圈、一中商圈及中華路夜市，方便入住的旅客出遊，享受購物愉悅。由於位於市中心，利用大眾運輸工具更可以在短時間內抵達如秋紅谷、自然科學博物館、七期商圈、美術館、綠園道等台中市知名人氣景點。友愛富豪國際大飯店為旅客提供最典雅別緻的裝潢氛圍，同時讓旅客置身於台灣中部最佳選擇的購物天堂。寬敞明亮的客房空間，高雅脫俗的裝潢設計，讓旅客彷彿回到家中一般的舒適自在，每間客房配備大尺寸液晶電視、免費無線寬頻上網、羽絨柔軟被枕等，完善的設備滿足客人多樣化需求。精緻舒適的餐廳提供多樣化菜色及飲品的中西式自助早餐，為客人提供一天旅遊的活力來源。友愛富豪國際大飯店為擁有地上十二層、地下二層之高大建築，除了 重視安全管理之外，人員服務更是經營重點，如何讓每位旅客享有休閒娛樂、安全舒適的住宿空間是飯店全體工作人員目標。富豪國際大飯店相信會是您前來台中旅遊住宿的最佳選擇。,,臺中市北區五權路317號6-12樓,404,臺中市,北區,886-4-22023990,886-4-22063187,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/211311.jpg?v=20250702,LOGO,,,,,120.678844,24.152067,3,,,自行車友善旅宿,車位:小客車10輛、機車0輛、大客車0輛,77,8000,14000,0,yoairegalint@gmail.com,154,0,,,10
C4_A15010000H_001143,紅茶工房,一個紅茶樹下長大的孩子，為了讓晟養自己長大的紅茶園能夠永續耕作，選擇退出職場，回到山巒疊嶂幽靜美好的山水田園和紅茶生活在一起，回歸心靈和生命純真 的故鄉。當兩個孩子放下工作，決定幫著父母親一起打拼的時候，紅茶工房於是誕生了！一家人手牽手，心連心，一步一腳印的走進紅茶的世界裡。為了實現心目中想要的房子，紅茶工房從設計開始，就在一家人不斷的討論中，選定了英國都鐸式的建築。自然簡約、質樸典雅的風格。為 了滿足喜歡格子窗，又能攬進陽光和綠意的明亮視野，一家人在紙上畫起一張張與想像中窗戶同等大小尺寸的圖紙。然後裁剪黏貼、核對比較，確定四比三長方形是 最佳比例，將都鐸式窄而深的窗戶，改變成大和寬的格局。同時，基於房子外觀顏色的搭配，從屋瓦樣式、顏色，一片片磁磚、木地板的選擇，除了勤於上網多方搜 尋資訊，也跑遍了大台中地區製造廠商，實地比較，直到找到想要的質地和樣式。紅茶工房民宿的房間名字，分別命名為與紅茶相關的紅茶籽、紅茶芢、工房老茶、台茶18號等。在不同的房間裡分別有各自主題的闡述。而這些文字或是圖畫，都是工房家族所寫，和拍攝的照片沖洗，再經特殊油壓處理，可以說是別出心裁、風格獨具。紅茶工房家族為了給民宿客人家人般的感受，特別提供滿室暗香的浮動的紅茶枕頭。它是工房家族三代人從製茶到縫製枕頭，親力親為所製造出來的除了陣陣從床頭傳來的紅茶香之外，在房間的走道上，我們也用圖片來細說，紅茶工房家族製造這些紅茶枕頭的辛苦過程。為 了紅茶為主題的氛圍，房子裡外的燈具，都是以紅茶葉設計製作。柔和的光暈襯托下，枝葉伸展出的律動，讓紅茶工房的風格獨具。室內外寬敞明亮的空間、優雅簡 約的佈置、空氣中浮動的紅茶香，都是紅茶工房家族以最真誠的心意，希望提供給遠方到來的貴客，最大的舒適和最好的氛圍。紅 茶工房的興建，最大的目的，就在於工房老茶園的永續經營。所以工房的老茶樹自然才是主角。因此，我們在民國99年春節前，最適合紅茶移植的深冬，把這些老 茶樹從茶園移植到家裡來照顧，如今，我們把他們種在紅茶工房的庭院裡，日日以它們為伴。就像從前天天在紅茶樹下翻滾的日子，即使不到茶園的日子裡，也能感 受到它們就在自己的身邊。如果您來到紅茶工房，請您仔細看看他們，這就是晟養我們一家人的紅茶樹，立於天地之間，經過風霜雨水洗禮，超過一甲子了呢！紅茶工房裡，還有工房家族自己研發以老茶園的紅茶為食材，加上當地蔬果所做出的特色料理。堪稱紅茶工房強檔的招牌奶茶，茶香與奶味交融，爽口不甜膩，搭配自製的手工餅乾、紅茶乳酪蛋糕，幸福的感覺，美好的時光，都在紅茶工房哦！這就是紅茶工房！一個小小的、溫暖的、悠閒的、美好的地方！,,南投縣魚池鄉大雁村大雁巷39-7號,555,南投縣,魚池鄉,886-49-2899373,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/5451.JPG?v=20250702,大廳(餐廳),https://taiwan.taiwanstay.net.tw/twpic/13489.JPG?v=20250702,吧檯,https://taiwan.taiwanstay.net.tw/twpic/28045.JPG?v=20250702,民宿外觀,120.918921,23.922773,4,,雙人房3000;套房4500;雙人房3000;雙人房3000;,"餐廳,停車場,,,,導覽解說,體驗活動,,",車位:小客車6輛、機車0輛、大客車0輛,4,3800,6000,0,lu897443@gmail.com,12,0,,,6
C4_A15010000H_001297,凝萃文旅台中車站店,位於臺中市的旅館,,臺中市中區綠川西街135號4樓之一、之二,400,臺中市,中區,886-4-22205588,886-4-22232055,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/266907.jpg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/266909.jpg?v=20250702,內部陳設,,,120.681446,24.139473,3,,雙人房(無障礙客房)0;,"無線網路,國民旅遊卡,停車場,無障礙客房,,,,",車位:小客車0輛、機車0輛、大客車0輛,127,20000,60000,0,Hotelolb@gmail.com,396,0,,,0
